rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
1263,8605074,K00915.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1265,8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1267,8686150,K00919.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1275,9016295,K00925.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1277,9097120,K00927.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1281,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1283,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1284,9171801,K00933.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1311,9605514,K00945.03,,FALSE POSITIVE,FALSE POSITIVE,0.1370,1,0,0,0
1312,9661877,K00946.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1329,7661409,K00957.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1332,8176650,K00960.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1334,8561063,K00961.02,Kepler-42 c,CONFIRMED,FALSE POSITIVE,0.0000,0,1,0,0
1336,10657664,K00964.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1337,3337351,K00965.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1338,3233043,K00966.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1339,6579806,K00967.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1340,3560301,K00968.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1341,4044005,K00969.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1342,11502218,K00970.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1345,11013201,K00972.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1348,3441784,K00976.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1350,11494130,K00978.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1351,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1352,12167361,K00980.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1353,1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1354,11607193,K00983.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1356,10227501,K00985.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1362,10743597,K00989.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1368,1718189,K00993.03,,FALSE POSITIVE,FALSE POSITIVE,0.1490,0,1,0,0
1370,3858949,K00995.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1371,3858824,K00996.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1372,1432214,K00998.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1375,2441728,K01000.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1379,2438502,K01003.01,,FALSE POSITIVE,FALSE POSITIVE,0.0460,0,1,0,0
1380,2309585,K01004.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1382,5738346,K01006.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1384,1722276,K01008.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1385,892772,K01009.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1386,5728283,K01011.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1387,8127639,K01012.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1388,6047498,K01013.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1393,8176653,K01016.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1395,8183911,K01018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1396,2309719,K01020.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1397,2558363,K01021.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1399,2716853,K01022.02,,FALSE POSITIVE,FALSE POSITIVE,0.0400,1,0,1,0
1400,2445154,K01023.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1402,2574201,K01025.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1403,2166206,K01028.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1407,5899544,K01034.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1408,5963222,K01035.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1409,5982353,K01036.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1410,6205468,K01037.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1411,5802486,K01039.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1412,5817553,K01040.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1413,5982368,K01041.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1414,5816811,K01042.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1415,5816165,K01043.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1416,5802246,K01044.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1417,6066403,K01045.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1418,5988031,K01047.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1419,5820218,K01048.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1420,5876368,K01049.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1430,5866099,K01055.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1431,6066416,K01057.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1439,6147122,K01062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1440,8257407,K01063.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1442,8242681,K01065.01,,FALSE POSITIVE,FALSE POSITIVE,0.0080,0,1,0,0
1444,8246781,K01067.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1445,8264070,K01068.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1450,8244190,K01071.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1452,8262210,K01073.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1455,10223616,K01076.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1456,10268907,K01077.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
1460,10158990,K01080.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1461,10149023,K01081.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1468,10148521,K01084.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1471,3124412,K01087.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1472,3113266,K01088.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1475,3232859,K01090.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1476,3098184,K01091.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
1477,3239636,K01093.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
1480,3240706,K01098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1482,3228824,K01100.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1489,2851100,K01104.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1490,3130300,K01105.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1494,3228959,K01107.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
1499,2837111,K01110.02,,FALSE POSITIVE,FALSE POSITIVE,0.0470,1,0,0,0
1500,3120276,K01111.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1504,3337425,K01114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1509,3003992,K01119.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
1510,3003992,K01119.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1511,6307537,K01120.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1512,6359798,K01121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1513,6311681,K01122.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1514,6365321,K01123.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0
1515,6301035,K01124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1516,6292162,K01125.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1517,6307521,K01126.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1518,6307521,K01126.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,1,1
1524,8279765,K01130.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1526,8330548,K01132.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1527,8374494,K01133.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1528,8414907,K01134.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1529,8414907,K01134.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1530,8397446,K01135.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
1531,8386035,K01136.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1532,8332986,K01137.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1533,8415745,K01138.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1534,8378634,K01139.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1538,8312852,K01143.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1539,8302450,K01144.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1542,8299955,K01147.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1551,10287248,K01152.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1552,10351767,K01153.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1554,10342041,K01155.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1555,10514770,K01156.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1556,10342065,K01157.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1557,10352945,K01158.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1566,10341831,K01164.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1570,10485179,K01167.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1573,10341913,K01172.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1574,10480921,K01173.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1577,10350571,K01175.03,,FALSE POSITIVE,FALSE POSITIVE,0.3780,1,0,0,0
1579,3547091,K01177.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1580,3869825,K01178.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1581,3655332,K01179.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1582,4042026,K01180.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1583,3344419,K01181.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
1584,3865567,K01182.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1585,3544689,K01183.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1586,4037164,K01184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1587,3443790,K01185.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1588,3966912,K01186.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1589,3848972,K01187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1590,3860441,K01188.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1591,3765771,K01189.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1592,3557341,K01190.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
1594,3644071,K01192.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
1597,3554031,K01194.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1599,3644523,K01195.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1600,3348082,K01196.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1603,3853673,K01197.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1617,3858704,K01211.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
1619,3556220,K01213.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1624,3542588,K01217.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1629,6613006,K01223.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1630,6606653,K01224.01,,FALSE POSITIVE,FALSE POSITIVE,0.2850,0,1,0,0
1631,6620003,K01225.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1632,6621116,K01226.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1633,6629332,K01227.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1634,6387450,K01228.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1636,6462874,K01231.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1637,6462874,K01231.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1638,6665223,K01232.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1639,6665223,K01232.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
1640,6545358,K01233.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1641,6390824,K01234.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1642,6546528,K01235.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1643,6677841,K01236.01,Kepler-279 c,CONFIRMED,FALSE POSITIVE,0.0860,1,0,0,0
1644,6677841,K01236.02,Kepler-279 b,CONFIRMED,FALSE POSITIVE,0.2420,1,0,0,0
1646,6531491,K01237.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1653,6448890,K01241.02,Kepler-56 b,CONFIRMED,FALSE POSITIVE,0.0980,1,0,0,0
1655,6677256,K01243.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1656,6692833,K01244.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1659,8801343,K01247.01,,FALSE POSITIVE,FALSE POSITIVE,0.4830,0,1,0,0
1660,8488878,K01248.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1661,8560285,K01249.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1662,8620565,K01250.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1663,8616873,K01251.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1664,8737796,K01252.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
1665,8462258,K01253.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1667,8494263,K01255.01,,FALSE POSITIVE,FALSE POSITIVE,0.4360,0,0,1,0
1668,8848271,K01256.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1669,8751933,K01257.01,Kepler-420 b,CONFIRMED,FALSE POSITIVE,0.1170,0,1,0,0
1673,8823426,K01259.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1674,8766222,K01260.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1677,8703884,K01262.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1678,8560840,K01263.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1680,8552583,K01265.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1682,8519253,K01267.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1684,8757910,K01269.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1692,8552565,K01277.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1697,8609450,K01278.05,,FALSE POSITIVE,FALSE POSITIVE,0.1740,1,0,0,0
1700,8509361,K01280.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1704,10960993,K01284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
1705,10879208,K01286.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1706,10843203,K01287.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1708,10748393,K01289.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
1709,10748393,K01289.02,,FALSE POSITIVE,FALSE POSITIVE,0.0010,1,0,0,0
1710,10874226,K01290.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1711,10661771,K01291.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1712,10924853,K01292.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1713,10874926,K01293.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1714,10549562,K01294.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1715,10666230,K01295.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,1,0,0
1717,10676923,K01297.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1719,10604335,K01298.02,Kepler-283 c,CONFIRMED,FALSE POSITIVE,0.0000,0,1,0,0
1741,10785538,K01313.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1745,4275739,K01317.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1746,4070376,K01318.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1747,4078157,K01319.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0,1,0,0
1749,4480676,K01321.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1750,4079535,K01322.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1752,4551328,K01324.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1754,4639868,K01326.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1755,4372768,K01327.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1758,4150539,K01330.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1759,4150539,K01330.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1764,4285107,K01333.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1765,4150624,K01334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1766,4150624,K01334.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
1777,4386059,K01340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1781,4570931,K01343.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1783,7199774,K01346.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1784,7037540,K01347.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1785,6866228,K01348.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1786,6847018,K01349.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1787,7220322,K01350.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1788,6964043,K01351.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1789,6956233,K01352.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1793,6891543,K01354.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1814,7174351,K01365.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1818,7357531,K01368.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1821,6878167,K01371.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1822,6863839,K01373.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1823,7296086,K01374.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1825,6774826,K01376.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1827,7375795,K01378.01,,FALSE POSITIVE,FALSE POSITIVE,0.4900,0,0,1,0
1828,7375795,K01378.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1830,7025526,K01380.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1831,9451127,K01381.01,,FALSE POSITIVE,FALSE POSITIVE,0.0050,0,1,0,0
1832,9446824,K01382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0850,0,1,0,0
1833,8953257,K01383.01,,FALSE POSITIVE,FALSE POSITIVE,0.3830,0,1,0,0
1834,8971432,K01384.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1835,9278553,K01385.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1836,9143254,K01386.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1837,8949247,K01387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1838,9346253,K01388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1839,9002237,K01389.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1840,9288786,K01390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1841,8958035,K01391.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1842,9040849,K01392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0870,0,0,1,0
1844,8937021,K01394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1851,9157908,K01400.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1866,8916492,K01414.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1868,11599264,K01417.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1869,11100657,K01418.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1870,11125936,K01419.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1903,11599038,K01437.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1904,11599038,K01437.03,,FALSE POSITIVE,FALSE POSITIVE,0.4710,1,0,0,0
1910,11197126,K01443.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1913,12506351,K01446.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1914,7622486,K01447.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1915,7622486,K01447.02,,FALSE POSITIVE,FALSE POSITIVE,0.9570,0,1,0,0
1917,7802136,K01449.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1918,7532973,K01450.01,Kepler-854 b,CONFIRMED,FALSE POSITIVE,0.0410,0,1,0,0
1919,9632895,K01451.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1920,7449844,K01452.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1921,7842610,K01453.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1922,7830637,K01454.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1923,4760746,K01455.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1927,9761199,K01459.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1928,7751571,K01460.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1929,9579499,K01461.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1930,11913013,K01462.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1931,7672940,K01463.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
1932,7838655,K01464.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1933,11702948,K01465.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1935,7770450,K01467.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1936,9851226,K01468.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1937,7543649,K01469.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
1939,11858748,K01471.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1949,9842890,K01479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
1953,7812167,K01482.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1954,11909686,K01483.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
1955,11760959,K01484.01,,FALSE POSITIVE,FALSE POSITIVE,0.1330,0,0,1,0
1956,9692345,K01485.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1959,12062667,K01487.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1962,9602514,K01490.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
1964,12108312,K01492.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
1965,9842906,K01493.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
